Date,Chat Name,Creator,Exchanges,Symbol,Status,Leverage,Direction,Last Target,Signal Gained Profit %
07/02/2021 07:50,#Delta 15 staging,,Binance Futures,SUSHI/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0005
07/02/2021 07:48,#Delta 15 staging,,Binance Futures,ALPHA/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.9983
07/02/2021 07:07,#Delta 15 staging,,Binance Futures,CRV/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10
07/02/2021 07:06,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Long,4,12.1789
07/02/2021 07:06,#Delta 15 staging,,Binance Futures,YFI/USDT,Cancelled,Isolated (5.0X),Long,1,3.5237
07/02/2021 07:06,#Delta 15 staging,,Binance Futures,BZRX/USDT,Partial Targets Achieved,Isolated (5.0X),Long,2,3.4924
07/02/2021 06:47,#Delta 15 staging,,Binance Futures,BEL/USDT,All Targets Achieved,Isolated (5.0X),Long,5,15.2496
07/02/2021 06:45,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Long,4,14.198
07/02/2021 06:34,#Delta 15 staging,,Binance Futures,COMP/USDT,Cancelled,Isolated (5.0X),Long,3,10.4014
07/02/2021 06:28,#Delta 15 staging,,Binance Futures,RUNE/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8974
07/02/2021 06:16,#Delta 15 staging,,Binance Futures,TRB/USDT,All Targets Achieved,Isolated (5.0X),Long,5,17.165
07/02/2021 06:16,#Delta 15 staging,,Binance Futures,SNX/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8965
07/02/2021 06:16,#Delta 15 staging,,Binance Futures,RLC/USDT,Cancelled,Isolated (5.0X),Long,4,14.7255
07/02/2021 06:04,#Delta 15 staging,,Binance Futures,DOGE/USDT,Partial Targets Achieved,Isolated (5.0X),Long,2,3.5001
07/02/2021 06:02,#Delta 15 staging,,Binance Futures,SRM/USDT,Cancelled,Isolated (5.0X),Long,4,14.4687
07/02/2021 06:01,#Delta 15 staging,,Binance Futures,NEAR/USDT,All Targets Achieved,Isolated (5.0X),Long,5,15.2503
07/02/2021 05:49,#Delta 15 staging,,Binance Futures,LRC/USDT,Cancelled,Isolated (5.0X),Long,4,14.0133
07/02/2021 05:49,#Delta 15 staging,,Binance Futures,AVAX/USDT,Cancelled,Isolated (5.0X),Long,0,0
07/02/2021 05:48,#Delta 15 staging,,Binance Futures,REN/USDT,Cancelled,Isolated (5.0X),Long,3,10.778
07/02/2021 05:48,#Delta 15 staging,,Binance Futures,AXS/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.9949
07/02/2021 05:45,#Delta 15 staging,,Binance Futures,YFII/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.9937
07/02/2021 05:43,#Delta 15 staging,,Binance Futures,AAVE/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8936
07/02/2021 05:39,#Delta 15 staging,,Binance Futures,SOL/USDT,All Targets Achieved,Isolated (5.0X),Long,5,15.2505
07/02/2021 05:04,#Delta 15 staging,,Binance Futures,BAL/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8952
07/02/2021 05:00,#Delta 15 staging,,Binance Futures,UNI/USDT,Cancelled,Isolated (5.0X),Short,0,-13.2553
07/02/2021 04:52,#Delta 15 staging,,Binance Futures,HNT/USDT,Stopped Out,Isolated (5.0X),Short,0,-15.5959
07/02/2021 04:47,#Delta 15 staging,,Binance Futures,NEAR/USDT,Stopped Out,Isolated (5.0X),Short,0,-15.5846
07/02/2021 04:38,#Delta 15 staging,,Binance Futures,BAND/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.4999
07/02/2021 04:33,#Delta 15 staging,,Binance Futures,SUSHI/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0009
07/02/2021 04:33,#Delta 15 staging,,Binance Futures,YFI/USDT,Cancelled,Isolated (5.0X),Short,1,-2.0882
07/02/2021 04:33,#Delta 15 staging,,Binance Futures,ALPHA/USDT,Cancelled,Isolated (5.0X),Short,0,0
07/02/2021 04:25,#Delta 15 staging,,Binance Futures,CRV/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9795
07/02/2021 04:25,#Delta 15 staging,,Binance Futures,CRV/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.976
07/02/2021 04:25,#Delta 15 staging,,Binance Futures,BEL/USDT,Partial Targets Achieved,Isolated (5.0X),Short,4,11.4998
07/02/2021 04:15,#Delta 15 staging,,Binance Futures,ALPHA/USDT,Cancelled,Isolated (5.0X),Long,0,-12.3204
07/02/2021 04:07,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Long,0,-9.0086
07/02/2021 03:59,#Delta 15 staging,,Binance Futures,CVC/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0235
07/02/2021 03:55,#Delta 15 staging,,Binance Futures,HNT/USDT,Stopped Out,Isolated (5.0X),Long,0,-15.7064
07/02/2021 03:49,#Delta 15 staging,,Binance Futures,UNI/USDT,Stopped Out,Isolated (5.0X),Long,0,-15.7074
07/02/2021 03:30,#Delta 15 staging,,Binance Futures,YFI/USDT,Cancelled,Isolated (5.0X),Long,0,-5.6981
07/02/2021 03:27,#Delta 15 staging,,Binance Futures,NEAR/USDT,Cancelled,Isolated (5.0X),Long,1,-9.9275
07/02/2021 03:15,#Delta 15 staging,,Binance Futures,BEL/USDT,Cancelled,Isolated (5.0X),Long,0,-7.9099
07/02/2021 03:00,#Delta 15 staging,,Binance Futures,CRV/USDT,Cancelled,Isolated (5.0X),Long,0,-16.3585
07/02/2021 03:00,#Delta 15 staging,,Binance Futures,SUSHI/USDT,Cancelled,Isolated (5.0X),Long,0,-14.3291
07/02/2021 02:00,#Delta 15 staging,,Binance Futures,AVAX/USDT,Partial Targets Achieved,Isolated (5.0X),Short,4,11.5004
07/02/2021 01:58,#Delta 15 staging,,Binance Futures,FLM/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,4.3878
07/02/2021 01:55,#Delta 15 staging,,Binance Futures,DOGE/USDT,Cancelled,Isolated (5.0X),Short,0,0
07/02/2021 01:55,#Delta 15 staging,,Binance Futures,BZRX/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,4.4283
07/02/2021 01:54,#Delta 15 staging,,Binance Futures,HNT/USDT,Partial Targets Achieved,Isolated (5.0X),Short,4,13.299
07/02/2021 01:51,#Delta 15 staging,,Binance Futures,AXS/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.4974
07/02/2021 01:46,#Delta 15 staging,,Binance Futures,BLZ/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9428
07/02/2021 01:46,#Delta 15 staging,,Binance Futures,TRB/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9961
07/02/2021 01:46,#Delta 15 staging,,Binance Futures,LRC/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9897
07/02/2021 01:45,#Delta 15 staging,,Binance Futures,RLC/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9987
07/02/2021 01:42,#Delta 15 staging,,Binance Futures,NEAR/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.5027
07/02/2021 01:41,#Delta 15 staging,,Binance Futures,SRM/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0007
07/02/2021 01:40,#Delta 15 staging,,Binance Futures,YFII/USDT,Partial Targets Achieved,Isolated (5.0X),Short,4,11.4971
07/02/2021 01:40,#Delta 15 staging,,Binance Futures,REN/USDT,Partial Targets Achieved,Isolated (5.0X),Short,4,11.4826
07/02/2021 01:22,#Delta 15 staging,,Binance Futures,UNI/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9996
07/02/2021 01:20,#Delta 15 staging,,Binance Futures,BAND/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9988
07/02/2021 01:19,#Delta 15 staging,,Binance Futures,RUNE/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8062
07/02/2021 01:19,#Delta 15 staging,,Binance Futures,SNX/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8166
07/02/2021 01:19,#Delta 15 staging,,Binance Futures,CVC/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9716
07/02/2021 01:19,#Delta 15 staging,,Binance Futures,CVC/USDT,Cancelled,Isolated (5.0X),Long,0,0
07/02/2021 01:13,#Delta 15 staging,,Binance Futures,COMP/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9985
07/02/2021 00:59,#Delta 15 staging,,Binance Futures,BZRX/USDT,Stopped Out,Isolated (5.0X),Long,0,-15.7252
07/02/2021 00:45,#Delta 15 staging,,Binance Futures,REN/USDT,Cancelled,Isolated (5.0X),Long,0,-6.9601
07/02/2021 00:44,#Delta 15 staging,,Binance Futures,AAVE/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.4999
07/02/2021 00:34,#Delta 15 staging,,Binance Futures,FLM/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8631
07/02/2021 00:27,#Delta 15 staging,,Binance Futures,TRB/USDT,Cancelled,Isolated (5.0X),Long,0,-13.8296
07/02/2021 00:26,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Long,0,-9.3095
07/02/2021 00:20,#Delta 15 staging,,Binance Futures,UNI/USDT,Cancelled,Isolated (5.0X),Long,0,-10.5058
07/02/2021 00:17,#Delta 15 staging,,Binance Futures,SNX/USDT,Stopped Out,Isolated (5.0X),Long,0,-15.7167
07/02/2021 00:16,#Delta 15 staging,,Binance Futures,AAVE/USDT,Cancelled,Isolated (5.0X),Long,0,-12.9718
07/02/2021 00:15,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Long,0,-12.5409
07/02/2021 00:15,#Delta 15 staging,,Binance Futures,RUNE/USDT,Stopped Out,Isolated (5.0X),Long,0,-15.7056
07/02/2021 00:15,#Delta 15 staging,,Binance Futures,SRM/USDT,Cancelled,Isolated (5.0X),Long,0,-12.8799
07/02/2021 00:13,#Delta 15 staging,,Binance Futures,RLC/USDT,Cancelled,Isolated (5.0X),Long,0,-8.2352
07/02/2021 00:13,#Delta 15 staging,,Binance Futures,YFII/USDT,Cancelled,Isolated (5.0X),Long,1,-6.7481
07/02/2021 00:13,#Delta 15 staging,,Binance Futures,COMP/USDT,Cancelled,Isolated (5.0X),Long,0,-11.0783
07/02/2021 00:12,#Delta 15 staging,,Binance Futures,AXS/USDT,Cancelled,Isolated (5.0X),Long,0,-17.0428
07/02/2021 00:12,#Delta 15 staging,,Binance Futures,NEAR/USDT,Cancelled,Isolated (5.0X),Long,1,-6.0316
07/02/2021 00:03,#Delta 15 staging,,Binance Futures,LRC/USDT,Cancelled,Isolated (5.0X),Long,1,-6.0828
06/02/2021 23:47,#Delta 15 staging,,Binance Futures,CVC/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0442
06/02/2021 23:36,#Delta 15 staging,,Binance Futures,HNT/USDT,Partial Targets Achieved,Isolated (5.0X),Long,4,11.4965
06/02/2021 23:14,#Delta 15 staging,,Binance Futures,SNX/USDT,Cancelled,Isolated (5.0X),Short,0,-15.3275
06/02/2021 23:14,#Delta 15 staging,,Binance Futures,FLM/USDT,Partial Targets Achieved,Isolated (5.0X),Short,1,-10.7863
06/02/2021 23:09,#Delta 15 staging,,Binance Futures,BAL/USDT,All Targets Achieved,Isolated (5.0X),Short,5,15.2517
06/02/2021 22:51,#Delta 15 staging,,Binance Futures,BZRX/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9958
06/02/2021 22:51,#Delta 15 staging,,Binance Futures,TRB/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.5008
06/02/2021 22:50,#Delta 15 staging,,Binance Futures,UNI/USDT,Cancelled,Isolated (5.0X),Short,1,-0.7548
06/02/2021 22:50,#Delta 15 staging,,Binance Futures,YFI/USDT,Cancelled,Isolated (5.0X),Short,4,11.76
06/02/2021 22:49,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Short,1,-1.0623
06/02/2021 22:47,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Short,1,-3.1761
06/02/2021 22:47,#Delta 15 staging,,Binance Futures,SOL/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,9.9994
06/02/2021 22:39,#Delta 15 staging,,Binance Futures,FLM/USDT,Cancelled,Isolated (5.0X),Long,1,-9.4199
06/02/2021 22:38,#Delta 15 staging,,Binance Futures,CRV/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.4956
06/02/2021 22:38,#Delta 15 staging,,Binance Futures,CRV/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.4978
06/02/2021 22:18,#Delta 15 staging,,Binance Futures,SRM/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0023
06/02/2021 22:02,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Long,0,-6.8289
06/02/2021 22:01,#Delta 15 staging,,Binance Futures,AAVE/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0002
06/02/2021 21:59,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Long,0,-7.5873
06/02/2021 21:58,#Delta 15 staging,,Binance Futures,SNX/USDT,Cancelled,Isolated (5.0X),Long,1,-7.7238
06/02/2021 21:57,#Delta 15 staging,,Binance Futures,BAL/USDT,Cancelled,Isolated (5.0X),Long,0,-10.3381
06/02/2021 21:56,#Delta 15 staging,,Binance Futures,RLC/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0072
06/02/2021 21:56,#Delta 15 staging,,Binance Futures,SUSHI/USDT,All Targets Achieved,Isolated (5.0X),Short,5,15.25
06/02/2021 21:51,#Delta 15 staging,,Binance Futures,AVAX/USDT,Partial Targets Achieved,Isolated (5.0X),Long,4,11.5003
06/02/2021 21:24,#Delta 15 staging,,Binance Futures,AXS/USDT,Partial Targets Achieved,Isolated (5.0X),Short,4,11.5074
06/02/2021 21:23,#Delta 15 staging,,Binance Futures,COMP/USDT,Cancelled,Isolated (5.0X),Short,1,-2.094
06/02/2021 21:22,#Delta 15 staging,,Binance Futures,DOGE/USDT,Partial Targets Achieved,Isolated (5.0X),Long,4,13.4031
06/02/2021 20:58,#Delta 15 staging,,Binance Futures,AXS/USDT,Cancelled,Isolated (5.0X),Long,0,-8.4104
06/02/2021 20:33,#Delta 15 staging,,Binance Futures,RUNE/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8036
06/02/2021 20:28,#Delta 15 staging,,Binance Futures,CVC/USDT,Cancelled,Isolated (5.0X),Long,0,0
06/02/2021 20:28,#Delta 15 staging,,Binance Futures,CVC/USDT,Cancelled,Isolated (5.0X),Short,0,0
06/02/2021 20:24,#Delta 15 staging,,Binance Futures,FLM/USDT,Cancelled,Isolated (5.0X),Short,0,-23.3537
06/02/2021 20:17,#Delta 15 staging,,Binance Futures,YFII/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,4.4091
06/02/2021 20:17,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Short,0,-3.5071
06/02/2021 20:17,#Delta 15 staging,,Binance Futures,ALPHA/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8041
06/02/2021 20:17,#Delta 15 staging,,Binance Futures,BEL/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8058
06/02/2021 20:17,#Delta 15 staging,,Binance Futures,LRC/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0063
06/02/2021 20:16,#Delta 15 staging,,Binance Futures,BAL/USDT,Cancelled,Isolated (5.0X),Short,0,-7.7231
06/02/2021 20:13,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Short,1,-0.1357
06/02/2021 20:12,#Delta 15 staging,,Binance Futures,AVAX/USDT,Cancelled,Isolated (5.0X),Short,0,-7.0058
06/02/2021 20:10,#Delta 15 staging,,Binance Futures,SNX/USDT,Cancelled,Isolated (5.0X),Short,1,-6.3586
06/02/2021 20:08,#Delta 15 staging,,Binance Futures,REN/USDT,Cancelled,Isolated (5.0X),Short,0,0
06/02/2021 20:03,#Delta 15 staging,,Binance Futures,DOGE/USDT,Partial Targets Achieved,Isolated (5.0X),Short,1,-10.7505
06/02/2021 19:50,#Delta 15 staging,,Binance Futures,CRV/USDT,Cancelled,Isolated (5.0X),Long,0,-7.4905
06/02/2021 19:47,#Delta 15 staging,,Binance Futures,RUNE/USDT,Cancelled,Isolated (5.0X),Long,1,-2.6658
06/02/2021 19:38,#Delta 15 staging,,Binance Futures,RUNE/USDT,Cancelled,Isolated (5.0X),Short,0,-4.7578
06/02/2021 19:23,#Delta 15 staging,,Binance Futures,AAVE/USDT,Cancelled,Isolated (5.0X),Long,0,-11.5251
06/02/2021 19:23,#Delta 15 staging,,Binance Futures,AXS/USDT,Cancelled,Isolated (5.0X),Long,1,5.4045
06/02/2021 19:00,#Delta 15 staging,,Binance Futures,RLC/USDT,Cancelled,Isolated (5.0X),Long,0,-6.87
06/02/2021 18:46,#Delta 15 staging,,Binance Futures,CVC/USDT,Stopped Out,Isolated (5.0X),Long,0,-15.7993
06/02/2021 18:30,#Delta 15 staging,,Binance Futures,HNT/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8041
06/02/2021 18:28,#Delta 15 staging,,Binance Futures,FLM/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.9913
06/02/2021 18:21,#Delta 15 staging,,Binance Futures,TRB/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.9986
06/02/2021 17:51,#Delta 15 staging,,Binance Futures,UNI/USDT,Cancelled,Isolated (5.0X),Long,0,-6.594
06/02/2021 17:46,#Delta 15 staging,,Binance Futures,BZRX/USDT,Cancelled,Isolated (5.0X),Long,0,0
06/02/2021 17:43,#Delta 15 staging,,Binance Futures,YFI/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.9999
06/02/2021 17:38,#Delta 15 staging,,Binance Futures,YFII/USDT,Partial Targets Achieved,Isolated (5.0X),Long,2,3.4987
06/02/2021 17:36,#Delta 15 staging,,Binance Futures,CRV/USDT,Cancelled,Isolated (5.0X),Short,0,-13.5436
06/02/2021 17:32,#Delta 15 staging,,Binance Futures,AAVE/USDT,Cancelled,Isolated (5.0X),Short,0,-11.5614
06/02/2021 17:30,#Delta 15 staging,,Binance Futures,NEAR/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8141
06/02/2021 17:23,#Delta 15 staging,,Binance Futures,LRC/USDT,Partial Targets Achieved,Isolated (5.0X),Long,4,11.4807
06/02/2021 17:06,#Delta 15 staging,,Binance Futures,SRM/USDT,Cancelled,Isolated (5.0X),Long,3,10.1411
06/02/2021 17:02,#Delta 15 staging,,Binance Futures,BAL/USDT,Partial Targets Achieved,Isolated (5.0X),Long,2,3.4997
06/02/2021 16:51,#Delta 15 staging,,Binance Futures,COMP/USDT,Cancelled,Isolated (5.0X),Long,0,-9.7884
06/02/2021 16:50,#Delta 15 staging,,Binance Futures,SNX/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8975
06/02/2021 16:49,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Long,1,1.0589
06/02/2021 16:48,#Delta 15 staging,,Binance Futures,ALPHA/USDT,Partial Targets Achieved,Isolated (5.0X),Long,2,4.4419
06/02/2021 16:45,#Delta 15 staging,,Binance Futures,SOL/USDT,All Targets Achieved,Isolated (5.0X),Long,5,15.2504
06/02/2021 16:41,#Delta 15 staging,,Binance Futures,REN/USDT,Cancelled,Isolated (5.0X),Long,2,5.4854
06/02/2021 16:35,#Delta 15 staging,,Binance Futures,FLM/USDT,Stopped Out,Isolated (5.0X),Short,0,-15.5597
06/02/2021 16:22,#Delta 15 staging,,Binance Futures,FLM/USDT,Cancelled,Isolated (5.0X),Long,1,-10.5233
06/02/2021 16:21,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Long,1,0.8739
06/02/2021 16:15,#Delta 15 staging,,Binance Futures,SUSHI/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8939
06/02/2021 16:03,#Delta 15 staging,,Binance Futures,ALPHA/USDT,Stopped Out,Isolated (5.0X),Short,0,-15.5906
06/02/2021 16:03,#Delta 15 staging,,Binance Futures,REN/USDT,Cancelled,Isolated (5.0X),Short,0,-15.1348
06/02/2021 16:03,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Short,0,-9.7531
06/02/2021 16:00,#Delta 15 staging,,Binance Futures,SUSHI/USDT,Stopped Out,Isolated (5.0X),Short,0,-15.5917
06/02/2021 16:00,#Delta 15 staging,,Binance Futures,UNI/USDT,Cancelled,Isolated (5.0X),Short,1,-5.4545
06/02/2021 15:59,#Delta 15 staging,,Binance Futures,BAND/USDT,Cancelled,Isolated (5.0X),Short,0,-14.4457
06/02/2021 15:59,#Delta 15 staging,,Binance Futures,BAL/USDT,Cancelled,Isolated (5.0X),Short,0,0
06/02/2021 15:58,#Delta 15 staging,,Binance Futures,SRM/USDT,Cancelled,Isolated (5.0X),Short,0,-11.026
06/02/2021 15:52,#Delta 15 staging,,Binance Futures,SNX/USDT,Cancelled,Isolated (5.0X),Short,1,-8.8578
06/02/2021 15:50,#Delta 15 staging,,Binance Futures,RLC/USDT,Cancelled,Isolated (5.0X),Short,0,-12.1368
06/02/2021 15:49,#Delta 15 staging,,Binance Futures,YFI/USDT,Cancelled,Isolated (5.0X),Short,0,-3.7078
06/02/2021 15:47,#Delta 15 staging,,Binance Futures,COMP/USDT,Partial Targets Achieved,Isolated (5.0X),Short,1,-8.8703
06/02/2021 15:41,#Delta 15 staging,,Binance Futures,LRC/USDT,Cancelled,Isolated (5.0X),Short,1,-4.1677
06/02/2021 15:41,#Delta 15 staging,,Binance Futures,BZRX/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.5072
06/02/2021 15:40,#Delta 15 staging,,Binance Futures,TRB/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.5015
06/02/2021 15:30,#Delta 15 staging,,Binance Futures,CVC/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.4889
06/02/2021 15:30,#Delta 15 staging,,Binance Futures,CVC/USDT,Cancelled,Isolated (5.0X),Long,0,0
06/02/2021 15:11,#Delta 15 staging,,Binance Futures,AXS/USDT,Cancelled,Isolated (5.0X),Short,0,-6.2932
06/02/2021 15:05,#Delta 15 staging,,Binance Futures,AVAX/USDT,Partial Targets Achieved,Isolated (5.0X),Long,2,3.4995
06/02/2021 14:57,#Delta 15 staging,,Binance Futures,LRC/USDT,Cancelled,Isolated (5.0X),Long,1,-4.5404
06/02/2021 14:38,#Delta 15 staging,,Binance Futures,BEL/USDT,Cancelled,Isolated (5.0X),Long,0,0
06/02/2021 14:32,#Delta 15 staging,,Binance Futures,CRV/USDT,Cancelled,Isolated (5.0X),Long,0,0
06/02/2021 14:24,#Delta 15 staging,,Binance Futures,ALPHA/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0003
06/02/2021 14:24,#Delta 15 staging,,Binance Futures,NEAR/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0022
06/02/2021 14:23,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Long,1,-2.6559
06/02/2021 14:20,#Delta 15 staging,,Binance Futures,UNI/USDT,Cancelled,Isolated (5.0X),Long,1,-0.9045
06/02/2021 14:15,#Delta 15 staging,,Binance Futures,REN/USDT,Cancelled,Isolated (5.0X),Long,1,-6.693
06/02/2021 14:13,#Delta 15 staging,,Binance Futures,TRB/USDT,Cancelled,Isolated (5.0X),Long,0,0
06/02/2021 14:12,#Delta 15 staging,,Binance Futures,SUSHI/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0007
06/02/2021 14:12,#Delta 15 staging,,Binance Futures,SNX/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0035
06/02/2021 14:09,#Delta 15 staging,,Binance Futures,AAVE/USDT,Partial Targets Achieved,Isolated (5.0X),Long,4,11.4998
06/02/2021 14:01,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Short,0,-8.6302
06/02/2021 13:50,#Delta 15 staging,,Binance Futures,RUNE/USDT,Cancelled,Isolated (5.0X),Long,2,9.8752
06/02/2021 13:48,#Delta 15 staging,,Binance Futures,NEAR/USDT,Cancelled,Isolated (5.0X),Short,0,-6.2374
06/02/2021 13:45,#Delta 15 staging,,Binance Futures,RLC/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.99
06/02/2021 13:31,#Delta 15 staging,,Binance Futures,SRM/USDT,Cancelled,Isolated (5.0X),Long,1,-3.2283
06/02/2021 13:19,#Delta 15 staging,,Binance Futures,BLZ/USDT,Cancelled,Isolated (5.0X),Long,0,-5.9766
06/02/2021 13:01,#Delta 15 staging,,Binance Futures,BAL/USDT,Cancelled,Isolated (5.0X),Long,1,-2.5083
06/02/2021 12:51,#Delta 15 staging,,Binance Futures,HNT/USDT,Partial Targets Achieved,Isolated (5.0X),Long,4,13.3994
06/02/2021 12:47,#Delta 15 staging,,Binance Futures,COMP/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.8943
06/02/2021 12:44,#Delta 15 staging,,Binance Futures,YFI/USDT,Cancelled,Isolated (5.0X),Long,0,-4.4764
06/02/2021 12:38,#Delta 15 staging,,Binance Futures,NEAR/USDT,Cancelled,Isolated (5.0X),Long,0,-5.7195
06/02/2021 12:34,#Delta 15 staging,,Binance Futures,BZRX/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,10.0064
06/02/2021 12:32,#Delta 15 staging,,Binance Futures,BAND/USDT,Partial Targets Achieved,Isolated (5.0X),Long,2,3.5004
06/02/2021 12:10,#Delta 15 staging,,Binance Futures,AXS/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,9.9981
06/02/2021 11:54,#Delta 15 staging,,Binance Futures,CVC/USDT,Partial Targets Achieved,Isolated (5.0X),Long,3,11.9741
06/02/2021 11:15,#Delta 15 staging,,Binance Futures,YFII/USDT,Stopped Out,Isolated (5.0X),Short,0,-15.5822
06/02/2021 11:14,#Delta 15 staging,,Binance Futures,CRV/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,4.3819
06/02/2021 11:09,#Delta 15 staging,,Binance Futures,BEL/USDT,Stopped Out,Isolated (5.0X),Short,0,-15.5928
06/02/2021 11:05,#Delta 15 staging,,Binance Futures,HNT/USDT,Cancelled,Isolated (5.0X),Short,1,-11.1385
06/02/2021 11:03,#Delta 15 staging,,Binance Futures,REN/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0018
06/02/2021 11:02,#Delta 15 staging,,Binance Futures,AAVE/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,3.4998
06/02/2021 10:45,#Delta 15 staging,,Binance Futures,RUNE/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,10.0011
06/02/2021 10:35,#Delta 15 staging,,Binance Futures,COMP/USDT,Partial Targets Achieved,Isolated (5.0X),Short,3,11.8092
06/02/2021 10:33,#Delta 15 staging,,Binance Futures,SUSHI/USDT,Partial Targets Achieved,Isolated (5.0X),Short,2,4.4088
